"shrid2","lat","lon","Ycons","Ylow","Ymid","wave","D","R_PC1","R_PC1_scaled"
"11-28-552-05287-594348",15.345,78.455,0,0,0,"Control",0,-39.3480810814277,-0.806945312026505
"11-28-552-05287-594349",15.345,78.415,0,0,0,"Control",0,-61.8732809090963,-1.26888917062999
"11-28-552-05287-594350",15.365,78.385,0,0,0,"Control",0,-44.8552397163028,-0.91988540264496
"11-28-552-05287-594351",15.365,78.355,0,0,0,"Control",0,-53.1253117286594,-1.08948696025796
"11-28-552-05287-594352",15.345,78.365,0,0,0,"Control",0,-43.6875731318697,-0.895939048707942
"11-28-552-05287-594353",15.335,78.395,0,0,0,"Control",0,-48.4662505409099,-0.993939541411309
"11-28-552-05287-594354",15.295,78.415,0,0,0,"Control",0,-39.1451782441203,-0.802784207117138
"11-28-552-05287-594355",15.305,78.445,0,0,0,"Control",0,-25.3201756344257,-0.519262857713574
"11-28-552-05288-594356",15.355,78.115,1,0,1,"Buffer",0,-28.979586571196,-0.594309579664116
"11-28-552-05288-594357",15.385,78.155,0,0,0,"Buffer",0,-9.78907176284142,-0.200753006271616
"11-28-552-05288-594358",15.385,78.205,1,0,0,"Buffer",0,-15.588399583536,-0.319684864425765
"11-28-552-05288-594360",15.405,78.255,0,0,0,"Buffer",0,2.05409859714647,0.042125185977365
"11-28-552-05288-594361",15.415,78.215,0,0,0,"Buffer",0,-37.2037703424073,-0.762970067215968
"11-28-552-05288-594362",15.455,78.255,1,0,1,"Buffer",0,-41.9091378386175,-0.859467129793714
"11-28-552-05288-594363",15.425,78.275,0,0,0,"Buffer",0,-25.185118647761,-0.516493126655534
"11-28-552-05288-594364",15.425,78.315,0,0,0,"Buffer",0,-20.2204801801376,-0.41467896883003
"11-28-552-05288-594365",15.395,78.315,0,0,1,"Buffer",0,-32.6837153544492,-0.670273369374802
"11-28-552-05288-594366",15.405,78.295,0,0,1,"Buffer",0,-60.054242735908,-1.23158457315257
"11-28-552-05288-594367",15.375,78.285,0,0,0,"Buffer",0,0.181368867991717,0.00371948907675104
"11-28-552-05288-594368",15.365,78.235,0,0,0,"Buffer",0,-26.1216164251192,-0.535698700863805
"11-28-552-05288-594369",15.365,78.205,0,0,0,"Buffer",0,66.2332934576248,1.35830373900833
"11-28-552-05288-594370",15.335,78.155,0,0,0,"Buffer",0,45.3968245216364,0.930992153157757
"11-28-552-05288-594371",15.325,78.075,1,0,0,"Buffer",0,3.20396770908426,0.0657065516709575
"11-28-552-05288-594372",15.315,78.025,1,0,0,"Buffer",0,-40.4576451984575,-0.82970010814419
"11-28-552-05288-594373",15.305,78.055,1,0,0,"Buffer",0,-17.2828523164055,-0.354434479951108
"11-28-552-05288-594374",15.305,78.125,0,0,0,"Buffer",0,5.10746375705552,0.10474320022296
"11-28-552-05288-594375",15.315,78.145,0,0,1,"Buffer",0,-29.7128990086168,-0.60934825543595
"11-28-552-05288-594376",15.325,78.155,0,0,0,"Buffer",0,69.546624284091,1.42625309521904
"11-28-552-05288-594377",15.335,78.195,0,0,0,"Buffer",0,-29.4844984249424,-0.604664246071459
"11-28-552-05288-594378",15.335,78.215,0,0,1,"Buffer",0,-9.53867612215931,-0.195617925148291
"11-28-552-05288-594379",15.345,78.245,0,1,1,"Buffer",0,-16.941998434416,-0.347444293019544
"11-28-552-05288-594380",15.335,78.275,0,1,1,"Buffer",0,-43.2277344917866,-0.886508737884504
"11-28-552-05288-594381",15.365,78.305,0,1,1,"Buffer",0,-43.4866006788062,-0.891817531866742
"11-28-552-05288-594382",15.355,78.345,0,0,0,"Buffer",0,-25.639228948936,-0.525805961452172
"11-28-552-05288-594383",15.335,78.305,0,0,0,"Buffer",0,-36.4537451713573,-0.747588648883822
"11-28-552-05288-594384",15.315,78.275,0,0,0,"Buffer",0,-55.0458909050559,-1.12887394737842
"11-28-552-05288-594385",15.285,78.265,0,0,1,"Buffer",0,-14.8401041420625,-0.304338919162051
"11-28-552-05288-594386",15.315,78.245,0,0,1,"Buffer",0,68.9922721355015,1.41488451369684
"11-28-552-05288-594387",15.295,78.185,1,0,1,"Buffer",0,8.13199422026463,0.166769876271463
"11-28-552-05288-594388",15.275,78.225,0,0,0,"Buffer",0,-3.55886557259024,-0.0729847507427674
"11-28-552-05288-594389",15.245,78.215,0,0,1,"Buffer",0,-11.2453932464624,-0.230619057212691
"11-28-552-05288-594390",15.235,78.225,0,0,0,"Buffer",0,-37.1951576762899,-0.762793439783156
"11-28-552-05288-594391",15.265,78.255,1,0,0,"Buffer",0,-45.9256180523335,-0.941836581879526
"11-28-552-05288-594392",15.245,78.265,0,0,0,"Buffer",0,-57.0668022528779,-1.17031853357746
"11-28-552-05289-594395",15.395,77.785,0,0,0,"Buffer",0,55.2963211952013,1.13400973908841
"11-28-552-05289-594396",15.375,77.735,0,0,0,"Buffer",0,52.1793730032367,1.07008777231879
"11-28-552-05289-594397",15.355,77.685,1,0,0,"Buffer",0,17.5805454273733,0.360539531422892
"11-28-552-05289-594398",15.345,77.715,1,0,0,"Buffer",0,96.0873933177003,1.97054772307976
"11-28-552-05289-594399",15.315,77.725,0,0,0,"Buffer",0,23.3781533417443,0.4794361179626
"11-28-552-05289-594400",15.285,77.765,0,0,0,"Buffer",0,112.521912175871,2.30758469117403
"11-28-552-05289-594401",15.325,77.785,0,0,0,"Buffer",0,33.0973825605005,0.678756802454334
"11-28-552-05289-594402",15.315,77.865,0,0,0,"Buffer",0,-30.0492242893244,-0.61624557040339
"11-28-552-05289-594403",15.385,77.825,0,0,0,"Buffer",0,52.3956546326263,1.07452324775029
"11-28-552-05289-594405",15.455,77.825,0,0,0,"Buffer",0,48.3745972633895,0.992059927956365
"11-28-552-05289-594406",15.455,77.875,0,0,0,"Buffer",0,32.4433395981835,0.66534377473353
"11-28-552-05289-594407",15.425,77.865,0,0,0,"Buffer",0,82.0741555666926,1.6831660719622
"11-28-552-05289-594408",15.435,77.925,0,0,0,"Buffer",0,53.8573059738038,1.10449860271461
"11-28-552-05289-594409",15.375,77.945,0,1,1,"Buffer",0,-7.2727669555364,-0.149148955652666
"11-28-552-05289-594410",15.355,77.965,0,0,0,"Buffer",0,-31.9512585562101,-0.655252240939648
"11-28-552-05289-803005",15.375,77.875,0,NA,NA,"Buffer",0,210.235657294705,4.31148542475805
"11-28-552-05290-594411",15.455,77.425,0,0,1,"Holdout",NA,-50.2945343773126,-1.0314337477434
"11-28-552-05290-594412",15.445,77.475,1,0,1,"Holdout",NA,7.19918353328283,0.147639916431478
"11-28-552-05290-594413",15.435,77.435,0,0,0,"Holdout",NA,-17.095515129665,-0.350592593372302
"11-28-552-05290-594414",15.425,77.455,1,0,0,"Holdout",NA,-2.01871200270463,-0.0413994823163818
"11-28-552-05290-594415",15.395,77.445,1,0,0,"Holdout",NA,-42.6727319396711,-0.875126817971675
"11-28-552-05290-594416",15.375,77.445,0,0,0,"Holdout",NA,-46.1970451506137,-0.94740297339074
"11-28-552-05290-594417",15.345,77.485,0,0,0,"Holdout",NA,-75.3399151501462,-1.54506114829524
"11-28-552-05290-594418",15.375,77.515,0,0,0,"Holdout",NA,-1.35288298303392,-0.0277447476694087
"11-28-552-05290-594419",15.465,77.525,1,0,0,"Holdout",NA,-22.2792664738813,-0.456900289477483
"11-28-552-05290-594420",15.435,77.575,0,0,0,"Holdout",NA,38.727642356982,0.794221435630726
"11-28-552-05290-594421",15.385,77.565,1,0,0,"Holdout",NA,32.0399612650085,0.657071344516283
"11-28-552-05291-594422",15.285,77.235,0,0,0,"Holdout",NA,-15.5846755102439,-0.319608491616672
"11-28-552-05291-594423",15.265,77.265,0,0,0,"Holdout",NA,-41.5305637383612,-0.851703381548295
"11-28-552-05291-594424",15.315,77.275,0,0,0,"Holdout",NA,14.2844631242513,0.292943905678051
"11-28-552-05291-594425",15.305,77.315,0,0,0,"Holdout",NA,-49.7874953765259,-1.02103545808214
"11-28-552-05291-594426",15.235,77.375,0,0,0,"Holdout",NA,-26.6428919101057,-0.546388950485222
"11-28-552-05291-594427",15.225,77.355,0,0,0,"Holdout",NA,-44.5160648324601,-0.912929648388288
"11-28-552-05291-594428",15.225,77.325,0,0,0,"Holdout",NA,14.398897366054,0.29529070817566
"11-28-552-05291-594429",15.265,77.315,0,0,0,"Holdout",NA,-47.8017139975719,-0.980311312700304
"11-28-552-05291-594430",15.195,77.245,1,0,0,"Holdout",NA,-50.3546031099346,-1.03266562947325
"11-28-552-05291-594431",15.255,77.275,0,0,0,"Holdout",NA,-25.1206641125024,-0.515171301457548
"11-28-552-05291-594432",15.205,77.275,0,0,0,"Holdout",NA,-6.94984391007119,-0.14252649197663
"11-28-552-05291-594433",15.165,77.255,0,0,0,"Holdout",NA,-25.7902450077007,-0.528902979078235
"11-28-552-05291-594434",15.155,77.285,0,0,0,"Holdout",NA,-34.9875099666334,-0.717519288644075
"11-28-552-05291-594435",15.185,77.305,0,0,0,"Holdout",NA,-13.5582452754185,-0.27805072480316
"11-28-552-05292-594438",15.335,77.445,1,0,1,"Treatment",1,29.83569241619,0.611866486614339
"11-28-552-05292-594439",15.285,77.505,0,0,0,"Treatment",1,74.7078543660689,1.53209892821718
"11-28-552-05292-594440",15.295,77.435,0,0,0,"Treatment",1,-46.50868370258,-0.953794016146688
"11-28-552-05292-594441",15.245,77.415,0,0,0,"Treatment",1,74.5428865776142,1.52871579033929
"11-28-552-05292-594442",15.255,77.455,0,0,0,"Treatment",1,-4.95142703546321,-0.101543219498808
"11-28-552-05292-594443",15.255,77.485,0,0,0,"Treatment",1,-1.06098084588496,-0.0217584567329987
"11-28-552-05293-594444",15.345,77.535,1,0,0,"Buffer",0,16.151448966148,0.331231807688336
"11-28-552-05293-594445",15.295,77.555,0,0,0,"Buffer",0,67.3569855481473,1.38134826976275
"11-28-552-05293-594446",15.345,77.595,1,0,0,"Buffer",0,38.659189605192,0.79281761552987
"11-28-552-05293-594447",15.365,77.645,0,0,0,"Buffer",0,1.13126070738716,0.0231997469614025
"11-28-552-05293-594448",15.405,77.645,0,0,0,"Buffer",0,-6.11459294655474,-0.125397274214259
"11-28-552-05293-594449",15.425,77.675,1,0,0,"Buffer",0,81.2541678073397,1.66634986999901
"11-28-552-05293-594450",15.385,77.705,0,0,0,"Buffer",0,36.3992510071854,0.746471089676289
"11-28-552-05293-594451",15.305,77.635,0,0,0,"Buffer",0,49.4414415999126,1.01393863239021
"11-28-552-05293-594452",15.265,77.605,0,0,0,"Buffer",0,61.4325582129815,1.25985088709089
"11-28-552-05293-594453",15.235,77.565,0,0,0,"Buffer",0,87.0721491949634,1.78566427306952
"11-28-552-05293-594454",15.225,77.615,1,0,0,"Buffer",0,76.6782177178794,1.57250688271036
"11-28-552-05293-594455",15.275,77.665,0,0,0,"Buffer",0,93.2599464073623,1.9125628108148
"11-28-552-05294-594456",15.295,77.715,0,1,1,"Treatment",1,13.6959982018593,0.280875743842318
"11-28-552-05294-594457",15.275,77.685,0,1,1,"Treatment",1,81.6849464658097,1.67518422251176
"11-28-552-05294-594458",15.255,77.695,0,0,0,"Treatment",1,73.3679698936235,1.50462075230666
"11-28-552-05294-594460",15.225,77.695,0,1,1,"Treatment",1,24.7001265555182,0.506546972117646
"11-28-552-05294-594461",15.195,77.715,0,1,1,"Treatment",1,63.0354852926555,1.29272350646428
"11-28-552-05294-594462",15.235,77.745,0,0,0,"Treatment",1,204.434571172522,4.19251750758641
"11-28-552-05294-594463",15.245,77.775,0,0,0,"Treatment",1,70.3945120513013,1.4436414669025
"11-28-552-05294-594464",15.275,77.815,0,0,0,"Treatment",1,-0.159823913355932,-0.00327764795862328
"11-28-552-05294-594465",15.275,77.875,0,0,0,"Treatment",1,6.30741883445745,0.129351722360242
"11-28-552-05294-594466",15.305,77.955,0,0,0,"Treatment",1,-30.4918723398653,-0.625323338859812
"11-28-552-05294-594467",15.275,77.975,1,0,0,"Treatment",1,32.645032724491,0.669480071047573
"11-28-552-05294-594468",15.235,77.935,0,0,0,"Treatment",1,-3.08463123355625,-0.0632592148038346
"11-28-552-05294-594469",15.195,77.895,0,0,0,"Treatment",1,-40.9304624369254,-0.83939658236964
"11-28-552-05294-594470",15.175,77.855,0,0,0,"Treatment",1,0.485816409718436,0.00996305953310874
"11-28-552-05294-594471",15.215,77.815,1,0,0,"Treatment",1,45.8391543640997,0.940063395844446
"11-28-552-05294-594472",15.175,77.785,0,0,0,"Treatment",1,14.2469748779535,0.292175101615065
"11-28-552-05294-594473",15.135,77.775,0,0,0,"Treatment",1,28.6911975564618,0.588395335383739
"11-28-552-05294-594474",15.135,77.945,0,0,0,"Treatment",1,0.475934702874063,0.00976040677867365
"11-28-552-05295-594475",15.295,78.075,0,0,0,"Buffer",0,-13.8268877741277,-0.28356001010975
"11-28-552-05295-594476",15.285,78.115,0,0,0,"Buffer",0,51.8468020101137,1.06326744979122
"11-28-552-05295-594477",15.245,78.105,0,0,0,"Buffer",0,15.936518440748,0.326824040521139
"11-28-552-05295-594478",15.255,78.145,0,0,0,"Buffer",0,-29.5471134166822,-0.605948346151014
"11-28-552-05295-594479",15.255,78.165,0,0,0,"Buffer",0,-12.944881345378,-0.265471937367807
"11-28-552-05295-594480",15.235,78.195,0,0,0,"Buffer",0,-21.3874715668678,-0.438611475900668
"11-28-552-05295-594481",15.205,78.185,0,0,0,"Buffer",0,-47.2266386431463,-0.968517742377132
"11-28-552-05295-594482",15.205,78.165,0,0,0,"Buffer",0,-16.6961092254493,-0.342401629209765
"11-28-552-05295-594483",15.235,78.145,0,1,1,"Buffer",0,-50.5965355118891,-1.03762714760117
"11-28-552-05295-594484",15.205,78.115,0,0,0,"Buffer",0,17.3609714748934,0.356036537459092
"11-28-552-05295-594485",15.185,77.995,0,0,0,"Buffer",0,16.7636682036776,0.343787119919053
"11-28-552-05295-594486",15.165,78.015,0,0,0,"Buffer",0,20.929701768708,0.429223592617416
"11-28-552-05295-594487",15.135,78.035,0,0,0,"Buffer",0,-56.386830854934,-1.15637376888239
"11-28-552-05295-594488",15.155,78.095,0,0,0,"Buffer",0,-22.1641072618637,-0.454538619385313
"11-28-552-05295-594489",15.185,78.145,0,0,0,"Buffer",0,-45.1812719634806,-0.926571629423977
"11-28-552-05295-594490",15.185,78.155,0,0,0,"Buffer",0,-58.5165288043571,-1.20004933651078
"11-28-552-05295-594491",15.145,78.165,0,0,0,"Buffer",0,-14.04232831375,-0.287978236582063
"11-28-552-05295-594492",15.155,78.185,0,0,0,"Buffer",0,-75.7529842223541,-1.55353231492397
"11-28-552-05296-594494",15.295,78.315,0,0,0,"Treatment",1,-59.2001067584914,-1.21406806398956
"11-28-552-05296-594495",15.295,78.325,0,0,0,"Treatment",1,-23.2258676939248,-0.476313063769879
"11-28-552-05296-594496",15.315,78.345,0,0,0,"Treatment",1,-29.3284520866436,-0.601464068129145
"11-28-552-05296-594497",15.325,78.365,0,0,0,"Treatment",1,-52.907283698392,-1.08501566986515
"11-28-552-05296-594498",15.295,78.375,0,0,0,"Treatment",1,-59.2153354453271,-1.2143803719119
"11-28-552-05296-594499",15.295,78.345,0,0,0,"Treatment",1,-36.0141620909176,-0.738573736434269
"11-28-552-05296-594500",15.275,78.355,0,0,0,"Treatment",1,-67.5422367245589,-1.38514737671395
"11-28-552-05296-594501",15.255,78.345,0,0,0,"Treatment",1,-54.243711955813,-1.11242296616898
"11-28-552-05296-594502",15.245,78.325,1,0,0,"Treatment",1,-51.9057209063743,-1.06447575082701
"11-28-552-05296-594503",15.275,78.305,0,0,0,"Treatment",1,-59.4656895475752,-1.21951460117044
"11-28-552-05296-594504",15.245,78.285,0,0,0,"Treatment",1,-37.6716471912062,-0.77256522457479
"11-28-552-05296-594505",15.225,78.295,0,0,0,"Treatment",1,-61.8549773350576,-1.26851380332216
"11-28-552-05296-594507",15.215,78.325,0,0,0,"Treatment",1,-55.2954800037783,-1.13399248804448
"11-28-552-05296-594508",15.165,78.335,0,0,0,"Treatment",1,-70.1988588404841,-1.43962903638714
"11-28-552-05296-594509",15.195,78.345,0,0,0,"Treatment",1,-37.1878304789195,-0.76264317457566
"11-28-552-05296-594510",15.225,78.375,0,0,0,"Treatment",1,-54.3255010806291,-1.1141002868675
"11-28-552-05296-594511",15.205,78.385,0,0,0,"Treatment",1,-34.7195999574455,-0.712025025136999
"11-28-552-05297-594512",15.365,78.585,0,0,1,"Treatment",1,-24.7145563202816,-0.506842895850376
"11-28-552-05297-594513",15.375,78.625,0,0,0,"Treatment",1,-37.9891132808058,-0.779075777712049
"11-28-552-05297-594514",15.345,78.625,1,0,0,"Treatment",1,-57.8582326078066,-1.18654908401735
"11-28-552-05297-594515",15.335,78.595,1,0,0,"Treatment",1,-59.2136806360982,-1.21434643530018
"11-28-552-05297-594516",15.295,78.575,0,0,0,"Treatment",1,-65.5402148663202,-1.34409017370226
"11-28-552-05297-594517",15.305,78.605,0,0,0,"Treatment",1,-67.5622099581215,-1.38555698518141
"11-28-552-05297-594518",15.265,78.605,0,0,1,"Treatment",1,-28.7265747158871,-0.589120845552632
"11-28-552-05297-594519",15.275,78.545,0,0,0,"Treatment",1,-60.3741566581197,-1.2381453261216
"11-28-552-05297-594520",15.255,78.535,0,0,0,"Treatment",1,-50.6213315403545,-1.03813566131714
"11-28-552-05297-594521",15.255,78.585,0,0,0,"Treatment",1,-33.2661971082933,-0.68221882917074
"11-28-552-05297-594522",15.235,78.605,0,0,0,"Treatment",1,-28.5233217973457,-0.584952561223004
"11-28-552-05297-594523",15.215,78.575,0,0,0,"Treatment",1,-24.1044132810575,-0.494330162023571
"11-28-552-05297-594524",15.225,78.555,0,0,0,"Treatment",1,-41.2498399767245,-0.845946335278152
"11-28-552-05297-594525",15.225,78.525,1,0,1,"Treatment",1,-43.1024482371394,-0.883939383723633
"11-28-552-05297-594526",15.195,78.525,0,0,0,"Treatment",1,-5.1756120378966,-0.106140776273328
"11-28-552-05297-594527",15.185,78.555,0,0,0,"Treatment",1,-48.2317226740768,-0.98912987452339
"11-28-552-05297-594528",15.175,78.585,0,0,0,"Treatment",1,63.2638631592501,1.29740704994987
"11-28-552-05297-594529",15.155,78.595,0,0,0,"Treatment",1,-21.0000393679277,-0.430666066923394
"11-28-552-05297-594530",15.205,78.605,0,0,0,"Treatment",1,-39.5475498884503,-0.81103599229092
"11-28-552-05298-594531",15.245,78.485,0,0,0,"Treatment",1,-69.3725404295663,-1.4226830062478
"11-28-552-05298-594532",15.205,78.485,0,0,0,"Treatment",1,23.0654606662756,0.473023457379425
"11-28-552-05298-594533",15.195,78.475,0,0,1,"Treatment",1,3.20606404221998,0.0657495429973405
"11-28-552-05298-594534",15.175,78.495,0,0,0,"Treatment",1,-24.935509812639,-0.51137418123796
"11-28-552-05298-594535",15.165,78.505,0,0,0,"Treatment",1,-32.0254154801058,-0.656773041457673
"11-28-552-05298-594536",15.155,78.455,0,0,1,"Treatment",1,-55.99766749213,-1.14839285742251
"11-28-552-05298-594537",15.135,78.465,0,0,0,"Treatment",1,-54.1752382980004,-1.11101871733014
"11-28-552-05298-594538",15.145,78.525,0,0,0,"Treatment",1,-14.2227869914147,-0.291679059594365
"11-28-552-05298-594539",15.145,78.545,0,0,0,"Treatment",1,-26.557285283064,-0.544633340949224
"11-28-552-05298-594540",15.115,78.575,1,0,1,"Treatment",1,-2.11520052334668,-0.0433782563062836
"11-28-552-05298-594541",15.115,78.535,0,0,1,"Treatment",1,-45.1258027991591,-0.925434075040609
"11-28-552-05298-594542",15.125,78.505,0,0,0,"Treatment",1,-62.2685142759477,-1.27699456494076
"11-28-552-05298-594543",15.105,78.475,0,0,0,"Treatment",1,-25.3962075180694,-0.520822109661435
"11-28-552-05298-594544",15.085,78.495,0,0,0,"Treatment",1,-37.1840659279222,-0.762565971655068
"11-28-552-05298-594545",15.065,78.525,0,0,0,"Treatment",1,-60.5994599630784,-1.24276581689837
"11-28-552-05298-594546",15.085,78.545,0,0,0,"Treatment",1,27.5920430631914,0.56585401847169
"11-28-552-05298-594547",15.085,78.585,0,0,1,"Treatment",1,38.5315698483881,0.790200406211281
"11-28-552-05298-594548",15.125,78.615,0,0,0,"Treatment",1,-9.6501702377252,-0.197904431920711
"11-28-552-05298-594549",15.125,78.665,0,0,0,"Treatment",1,-12.5292513895638,-0.256948252472271
"11-28-552-05298-594550",15.085,78.625,0,0,0,"Treatment",1,18.2255039633546,0.37376625691389
"11-28-552-05299-594551",15.315,78.395,0,0,0,"Treatment",1,-60.0910471451254,-1.23233935317395
"11-28-552-05299-594552",15.265,78.395,0,0,0,"Treatment",1,-54.266048719052,-1.11288104559461
"11-28-552-05299-594553",15.225,78.425,0,0,0,"Treatment",1,-44.5613500462837,-0.913858351643815
"11-28-552-05299-594554",15.215,78.455,0,0,0,"Treatment",1,-22.8726900642361,-0.46907014302871
"11-28-552-05299-594555",15.205,78.435,0,0,0,"Treatment",1,-60.2499205085843,-1.23559750737933
"11-28-552-05299-594556",15.195,78.455,0,0,0,"Treatment",1,-37.323360426627,-0.765422605057044
"11-28-552-05299-594557",15.185,78.425,0,0,0,"Treatment",1,-46.0526172702738,-0.944441065268078
"11-28-552-05299-594558",15.185,78.375,0,0,0,"Treatment",1,-32.1574806448968,-0.659481416623151
"11-28-552-05299-594559",15.175,78.455,0,0,0,"Treatment",1,-62.0180432513406,-1.27185793785374
"11-28-552-05300-594560",15.225,78.215,0,0,0,"Buffer",0,-36.3089589738369,-0.744619392439181
"11-28-552-05300-594561",15.225,78.255,0,0,0,"Buffer",0,-58.091550293465,-1.19133393266767
"11-28-552-05300-594562",15.215,78.245,0,0,1,"Buffer",0,-54.0646857426522,-1.10875151995179
"11-28-552-05300-594563",15.195,78.235,0,0,0,"Buffer",0,-26.4852394905637,-0.543155835238361
"11-28-552-05300-594564",15.205,78.215,0,0,0,"Buffer",0,-34.4652943051456,-0.70680975800566
"11-28-552-05300-594565",15.165,78.195,0,0,0,"Buffer",0,-64.3675897626501,-1.32004213109981
"11-28-552-05300-594566",15.165,78.245,0,0,0,"Buffer",0,-67.0196101898686,-1.37442941994151
"11-28-552-05300-594567",15.195,78.265,0,0,0,"Buffer",0,-43.3207959218232,-0.888417229547494
"11-28-552-05300-594568",15.175,78.275,0,0,0,"Buffer",0,-54.5583983195172,-1.11887651305032
"11-28-552-05300-594569",15.155,78.295,0,0,0,"Buffer",0,-42.5905162522647,-0.873440749383213
"11-28-552-05300-594570",15.145,78.265,1,0,1,"Buffer",0,-65.1351231808371,-1.33578260627947
"11-28-552-05300-594571",15.115,78.285,0,0,0,"Buffer",0,106.732744533214,2.18886119662522
"11-28-552-05300-594572",15.105,78.255,0,0,0,"Buffer",0,-22.7170000488038,-0.465877272509244
"11-28-552-05300-594573",15.125,78.225,0,0,0,"Buffer",0,-58.7445915564829,-1.20472641766996
"11-28-552-05300-594575",15.055,78.205,0,0,0,"Buffer",0,-39.8037541460505,-0.816290195771997
"11-28-552-05300-594576",15.085,78.245,0,0,0,"Buffer",0,35.4448615820107,0.726898595889395
"11-28-552-05300-594577",15.075,78.235,0,1,1,"Buffer",0,-41.153957638981,-0.843979992808029
"11-28-552-05300-594578",15.075,78.265,0,1,1,"Buffer",0,-3.59852598200491,-0.0737981012434942
"11-28-552-05300-594579",15.085,78.285,0,0,0,"Buffer",0,87.0520933628475,1.78525297068171
"11-28-552-05300-594580",15.005,78.375,0,0,0,"Buffer",0,46.428117257642,0.952141770007548
"11-28-552-05301-594581",15.085,78.055,0,0,0,"Buffer",0,-30.9235213457143,-0.634175540343029
"11-28-552-05301-594582",15.075,78.105,0,0,0,"Buffer",0,-32.7857769831143,-0.67236643593677
"11-28-552-05301-594583",15.105,78.115,0,0,0,"Buffer",0,-57.2867795897286,-1.17482980009529
"11-28-552-05301-594584",15.115,78.145,0,0,1,"Buffer",0,-26.8206986160511,-0.550035387207577
"11-28-552-05301-594585",15.095,78.135,0,0,1,"Buffer",0,-70.5850237396802,-1.44754845574665
"11-28-552-05301-594586",15.075,78.175,1,0,1,"Buffer",0,-61.2174609101247,-1.25543969967337
"11-28-552-05301-594587",15.035,78.155,0,0,1,"Buffer",0,-33.2019912741046,-0.680902104301843
"11-28-552-05301-594588",15.055,78.095,0,0,0,"Buffer",0,-23.4670721788812,-0.481259653870995
"11-28-552-05301-594589",15.025,78.085,0,0,0,"Buffer",0,-24.9952076043948,-0.512598455760927
"11-28-552-05301-594590",15.005,78.095,0,0,1,"Buffer",0,-14.1339827406898,-0.289857873609153
"11-28-552-05301-594591",14.985,78.105,0,1,1,"Buffer",0,-47.4720623420546,-0.973550859567382
"11-28-552-05301-594592",14.985,78.135,0,0,0,"Buffer",0,2.42498890966884,0.0497313561066431
"11-28-552-05301-594593",15.025,78.125,1,0,1,"Buffer",0,-33.9712400805672,-0.696677758440412
"11-28-552-05301-594594",15.015,78.155,0,0,0,"Buffer",0,-49.584310562696,-1.01686857043505
"11-28-552-05301-594595",15.005,78.165,1,0,1,"Buffer",0,-53.2612838463625,-1.09227545870391
"11-28-552-05301-594596",14.995,78.185,0,0,0,"Buffer",0,-58.88597406364,-1.2076258716768
"11-28-552-05301-594597",14.995,78.195,0,0,0,"Buffer",0,-52.0989842939798,-1.06843917115981
"11-28-552-05301-594598",15.035,78.245,0,0,0,"Buffer",0,-44.1835159926034,-0.906109780177004
"11-28-552-05301-594599",14.995,78.215,0,1,1,"Buffer",0,-58.1257312617869,-1.19203491150551
"11-28-552-05301-594600",15.065,78.145,0,0,0,"Buffer",0,-72.1792892041385,-1.48024344384551
"11-28-552-05302-594602",15.155,78.375,0,0,0,"Buffer",0,-70.6555184256042,-1.44899415156626
"11-28-552-05302-594603",15.135,78.415,0,0,0,"Buffer",0,-62.7061166908141,-1.2859688581592
"11-28-552-05302-594604",15.125,78.385,1,0,1,"Buffer",0,-26.4072485639258,-0.541556407492424
"11-28-552-05302-594605",15.115,78.365,0,0,0,"Buffer",0,60.5736173932292,1.24223584084828
"11-28-552-05302-594606",15.135,78.345,0,0,0,"Buffer",0,-6.54487247348706,-0.134221390602565
"11-28-552-05302-594607",15.135,78.315,0,0,1,"Buffer",0,-12.8340500858347,-0.263199024360196
"11-28-552-05302-594608",15.115,78.335,0,0,0,"Buffer",0,-22.2130847483629,-0.455543043287043
"11-28-552-05302-594609",15.095,78.315,0,0,0,"Buffer",0,-9.34525103248997,-0.191651188650672
"11-28-552-05302-594610",15.065,78.355,0,0,0,"Buffer",0,-29.3746181571075,-0.602410835877705
"11-28-552-05302-594611",15.095,78.345,0,0,0,"Buffer",0,-31.866190984056,-0.653507686270941
"11-28-552-05302-594612",15.085,78.375,0,0,0,"Buffer",0,19.4674932968228,0.399236812089251
"11-28-552-05302-594613",15.115,78.405,0,0,0,"Buffer",0,-59.6358791491734,-1.22300482731085
"11-28-552-05302-594614",15.095,78.425,0,0,1,"Buffer",0,-20.3073549333669,-0.416460584932397
"11-28-552-05302-594615",15.105,78.445,0,0,0,"Buffer",0,-50.6718011994174,-1.03917068649909
"11-28-552-05302-594616",15.095,78.465,0,0,0,"Buffer",0,12.4988347354739,0.256324471699467
"11-28-552-05302-594617",15.075,78.445,0,0,0,"Buffer",0,-23.114175324241,-0.47402249122788
"11-28-552-05302-594618",15.065,78.395,0,0,1,"Buffer",0,-44.0810760743472,-0.904008955701469
"11-28-552-05302-594619",15.045,78.415,0,0,0,"Buffer",0,-60.7725798481581,-1.24631613691003
"11-28-552-05302-594620",15.055,78.445,0,0,0,"Buffer",0,-29.3774052099115,-0.602467992392908
"11-28-552-05303-594622",15.055,78.565,0,0,0,"Buffer",0,-27.5517732631083,-0.565028170666659
"11-28-552-05303-594623",15.025,78.525,0,0,1,"Buffer",0,-26.0618723518215,-0.534473477205015
"11-28-552-05303-594624",15.035,78.545,0,0,1,"Buffer",0,19.1688768826809,0.39311282563646
